1000 3400
30:0.030878 36:0.034079 50:0.033118 59:0.032279 68:0.030887 156:0.030234 228:0.034465 290:0.053702 317:0.051554 334:0.039365 349:0.030984 453:0.033394 488:0.045377 517:0.048195 537:0.121068 555:0.032846 557:0.033500 602:0.071196 663:0.069703 745:0.033823 746:0.034270 749:0.058753 752:0.037603 769:0.104429 777:0.121043 877:0.031150 969:0.063215 991:0.030027 1042:0.032642 1084:0.030339 1171:0.065878 1194:0.050198 1212:0.034542 1276:0.033551 1449:0.037942 1555:0.035030 1557:0.038039 1558:0.045384 1560:0.043514 1577:0.036363 1584:0.033657 1615:0.033857 1616:0.048214 1627:0.039372 1746:0.029381 1752:0.031539 1768:0.045217 1773:0.045053 1787:0.076115 1816:0.044996 1817:0.044954 1827:0.055214 1955:0.034598 2047:0.035746 2110:0.051009 2158:0.126956 2257:0.031390 2260:0.103191 2261:0.207604 2262:0.107258 2281:0.040492 2284:0.033176 2384:0.031256 2449:0.333372 2450:0.041908 2481:0.030065 2593:0.037814 2611:0.043513 2633:0.045020 2649:0.050115 2683:0.039607 2685:0.328956 2714:0.031325 2775:0.032932 2814:0.032442 2818:0.038893 2892:0.055558 2902:0.032614 2904:0.031446 2960:0.058527 3013:0.029744 3020:0.038410 3035:0.078499 3054:0.034085 3060:0.196401 3065:0.253584 3068:0.165367 3069:0.063100 3070:0.074947 3071:0.181212 3090:0.058306 3110:0.030953 3124:0.036448 3158:0.045669 3184:0.036454 3278:0.044592 3279:0.116647 3321:0.198119 3327:0.993019 3331:0.030479
56:0.024114 58:0.028388 59:0.024164 93:0.023800 207:0.038684 212:0.065202 218:0.026808 269:0.047395 284:0.073132 341:0.079812 456:0.024414 463:0.063148 465:0.035020 466:0.047067 483:0.331282 491:0.312367 657:0.048235 678:0.025850 736:0.026673 826:0.045269 859:0.023815 861:0.023931 865:0.118434 891:0.034210 896:0.068947 899:0.035936 946:0.024207 1094:0.026943 1097:0.023929 1118:0.028717 1141:0.099897 1145:0.037800 1155:0.029399 1318:0.035826 1330:0.031894 1331:0.029316 1335:0.024387 1377:0.026244 1437:0.034170 1467:0.050604 1481:0.040683 1609:0.025260 1627:0.204645 1634:0.025046 1694:0.034947 1714:0.023936 1758:0.028873 1781:0.058272 1810:0.025814 1841:0.047996 1912:0.030698 1913:0.057608 1963:0.024719 1967:0.027328 1975:0.028910 1976:0.100425 2090:0.028354 2111:0.042674 2186:0.028519 2187:0.026086 2201:0.027335 2273:0.052474 2305:0.041996 2417:0.035491 2421:0.080065 2429:0.085731 2456:0.024126 2457:0.055482 2609:0.024701 2639:0.029142 2649:0.048076 2685:0.050923 2737:0.042146 2739:0.026068 2779:0.028972 2787:0.034814 2797:0.042729 2851:0.023949 2898:0.140386 2927:0.024098 2940:0.026569 2979:0.029428 2984:0.027226 2987:0.041062 3015:0.025384 3062:0.023869 3065:0.033821 3079:0.024478 3096:0.031191 3125:0.025762 3128:0.028744 3149:0.026684 3215:0.074982 3321:0.370288 3327:0.873056 3340:0.028108 3354:0.031662 3360:0.032427 3361:0.024025 3373:0.024138
19:0.036813 57:0.023117 140:0.026870 158:0.034445 234:0.027076 235:0.024187 264:0.024852 284:0.040720 299:0.022441 323:0.030323 419:0.025988 555:0.234318 643:0.023676 649:0.029907 690:0.024197 782:0.025531 826:0.038928 856:0.024509 893:0.025584 896:0.204359 942:0.077093 943:0.022976 949:0.061959 955:0.022790 969:0.039500 994:0.035877 1090:0.023927 1152:0.025162 1205:0.048214 1247:0.022904 1261:0.023862 1294:0.029988 1306:0.023749 1437:0.047603 1445:0.025532 1449:0.038398 1451:0.036321 1477:0.032937 1487:0.022718 1627:0.610377 1658:0.025745 1673:0.023949 1674:0.031840 1675:0.043910 1693:0.026806 1694:0.043352 1726:0.026169 1742:0.023735 1773:0.023369 1780:0.022465 1781:0.063278 1810:0.037918 1894:0.025062 1905:0.029455 1911:0.024406 1922:0.026109 1993:0.032652 2090:0.023672 2104:0.023599 2116:0.023733 2223:0.023017 2231:0.047730 2315:0.025771 2438:0.024296 2460:0.025928 2524:0.023262 2563:0.027632 2564:0.024471 2578:0.044477 2625:0.025594 2626:0.025784 2627:0.024153 2661:0.024618 2685:0.114651 2696:0.063290 2716:0.026279 2731:0.025559 2788:0.090337 2898:0.024100 2974:0.024483 3048:0.044215 3065:0.025220 3073:0.028637 3078:0.032322 3079:0.024435 3110:0.245141 3111:0.050502 3116:0.034055 3174:0.034011 3207:0.024305 3229:0.027796 3276:0.032504 3285:0.029294 3312:0.024345 3321:0.292285 3327:0.995532 3354:0.024232 3360:0.027733 3369:0.022786 3373:0.039752
57:0.026513 65:0.028905 218:0.048703 249:0.024632 268:0.025692 290:0.128525 297:0.024360 336:0.788323 349:0.025388 376:0.024066 488:0.036847 596:0.068015 676:0.023852 704:0.035651 705:0.060577 765:0.133528 769:0.032299 823:0.025944 826:0.029357 910:0.026305 929:0.083614 934:0.030245 961:0.036285 994:0.028141 1011:0.027982 1026:0.030139 1062:0.025070 1071:0.029405 1110:0.028018 1116:0.063859 1191:0.028954 1192:0.045053 1230:0.026160 1324:0.046058 1325:0.025515 1326:0.034421 1350:0.026271 1391:0.124296 1392:0.060829 1417:0.061283 1422:0.087595 1467:0.027052 1468:0.025469 1604:0.027117 1658:0.036764 1694:0.026034 1746:0.033181 1804:0.024989 1810:0.063107 1824:0.025124 1833:0.025798 1884:0.024643 1964:0.200816 2090:0.106149 2114:0.028640 2140:0.023606 2151:0.026528 2190:0.074773 2191:0.031859 2198:0.056228 2203:0.540748 2206:0.051172 2281:0.023688 2300:0.027080 2332:0.029724 2337:0.107970 2487:0.029009 2491:0.027432 2537:0.026507 2559:0.039141 2563:0.033394 2573:0.122595 2576:0.029900 2649:0.024656 2677:0.062474 2685:0.274421 2714:0.028819 2734:0.025446 2807:0.023824 2911:0.367657 2924:0.251584 2927:0.025886 2986:0.032759 3033:0.024201 3041:0.030021 3073:0.031380 3124:0.025168 3128:0.026009 3136:0.064885 3184:0.033891 3185:0.030227 3195:0.029084 3196:0.027232 3207:0.023685 3216:0.034315 3230:0.023762 3253:0.028085 3321:0.133555 3327:0.871439 3350:0.026052
2:0.025929 30:0.031672 32:0.022655 58:0.028519 98:0.026573 138:0.026800 212:0.042443 236:0.024944 266:0.028026 284:0.079313 290:0.026377 344:0.043404 355:0.026659 438:0.022541 463:0.026363 489:0.024292 491:0.026380 499:0.029326 516:0.036065 555:0.025033 657:0.075662 734:0.035016 735:0.116814 737:0.025935 826:0.033354 954:0.047744 1035:0.050289 1036:0.049180 1188:0.054821 1194:0.030480 1205:0.040275 1209:0.052941 1219:0.026534 1221:0.029380 1318:0.024654 1330:0.054891 1333:0.055425 1335:0.047287 1417:0.030348 1437:0.034464 1445:0.036613 1449:0.027465 1569:0.023741 1571:0.043727 1619:0.036772 1627:0.032242 1674:0.063022 1675:0.035806 1742:0.023285 1755:0.023253 1759:0.025453 1810:0.022934 1813:0.029150 1877:0.023004 1905:0.025940 1967:0.033490 1976:0.035145 1994:0.022778 2090:0.043918 2151:0.029895 2165:0.027667 2186:0.041549 2187:0.077168 2317:0.040177 2416:0.039421 2417:0.059124 2421:0.028303 2486:0.023518 2507:0.030094 2537:0.023043 2547:0.046920 2685:0.049691 2687:0.023815 2710:0.249520 2736:0.024688 2787:0.023557 2788:0.054412 2797:0.022424 2803:0.029323 2840:0.025615 2841:0.027753 2842:0.033485 2864:0.023579 2898:0.037071 3072:0.064635 3073:0.023513 3128:0.033522 3149:0.022720 3187:0.140264 3201:0.068099 3230:0.059822 3253:0.030547 3291:0.022611 3321:0.138684 3327:0.896921 3333:0.022990 3340:0.068527 3361:0.030252 3372:0.024476 3373:0.023579
7:0.022321 59:0.023820 110:0.028816 173:0.036562 241:0.036775 290:0.024843 316:0.027723 318:0.022806 433:0.050114 442:0.042210 444:0.740654 446:0.039304 465:0.053370 466:0.021929 489:0.023823 490:0.025309 555:0.021939 564:0.024032 640:0.029471 654:0.024822 676:0.031696 752:0.039016 785:0.023665 815:0.032174 847:0.039235 878:0.065985 896:0.059843 921:0.024147 953:0.023235 969:0.033084 1061:0.034079 1065:0.427043 1152:0.027606 1155:0.024099 1188:0.023948 1194:0.046510 1262:0.026098 1294:0.037565 1356:0.026556 1377:0.030095 1379:0.030404 1381:0.025295 1387:0.027971 1485:0.026347 1486:0.655184 1563:0.025377 1594:0.056040 1597:0.026425 1616:0.023569 1627:0.062670 1697:0.031005 1729:0.026480 1742:0.092437 1746:0.095030 1781:0.103629 1783:0.022368 1853:0.026989 1920:0.023749 1922:0.030969 1949:0.038087 1996:0.025657 2111:0.022405 2129:0.030440 2223:0.023972 2248:0.029802 2252:0.022503 2354:0.029679 2424:0.027452 2438:0.034431 2463:0.027011 2524:0.022452 2534:0.028189 2578:0.033499 2639:0.024125 2651:0.023504 2685:0.228759 2687:0.022206 2757:0.024600 2788:0.167229 2797:0.023169 2861:0.024676 2904:0.023054 2984:0.036117 2995:0.024638 2998:0.022000 3019:0.024450 3051:0.026718 3062:0.022674 3079:0.022962 3085:0.070890 3086:0.058307 3090:0.029644 3099:0.025733 3176:0.022486 3207:0.027688 3230:0.023684 3321:0.423824 3327:0.887114 3333:0.023709 3340:0.032390
7:0.020949 23:0.019786 65:0.026674 133:0.021942 204:0.019547 233:0.019879 234:0.028867 269:0.022443 284:0.027667 423:0.020169 444:0.098887 477:0.019664 483:0.020209 551:0.023714 594:0.019668 676:0.020028 745:0.022266 749:0.028002 785:0.020687 825:0.072275 826:0.024262 896:0.048922 969:0.039684 970:0.028573 1032:0.022013 1062:0.020007 1194:0.022557 1262:0.045646 1286:0.019784 1354:0.021679 1376:0.045119 1377:0.022132 1379:0.023579 1449:0.021059 1486:0.035956 1594:0.025532 1627:0.075680 1676:0.019695 1693:0.048231 1694:0.024573 1697:0.026802 1726:0.020836 1746:0.022345 1773:0.025620 1781:0.025616 1810:0.024153 1884:0.028043 1922:0.021436 1949:0.037703 1951:0.020819 1981:0.020398 2062:0.019824 2151:0.020362 2163:0.020729 2247:0.022113 2252:0.019586 2417:0.021072 2424:0.023273 2438:0.023709 2447:0.037483 2507:0.021107 2578:0.020844 2609:0.040210 2649:0.030217 2671:0.069240 2672:0.033034 2684:0.019781 2685:0.049806 2687:0.023804 2696:0.021913 2710:0.034300 2714:0.019724 2716:0.030353 2739:0.025619 2788:0.153016 2861:0.022211 2898:0.020754 2910:0.020728 3051:0.020270 3073:0.020073 3075:0.023455 3078:0.019645 3079:0.022536 3091:0.020202 3096:0.025906 3099:0.021131 3118:0.021786 3123:0.020619 3124:0.020640 3128:0.023959 3207:0.019734 3217:0.020084 3230:0.019691 3321:0.168413 3327:0.609816 3333:0.023333 3340:0.019406 3360:0.022089 3361:0.039085 3373:0.020827
30:0.042759 57:0.027324 93:0.024974 110:0.027814 159:0.025508 160:0.026371 164:0.048712 174:0.039075 204:0.026663 228:0.029718 290:0.082673 316:0.024037 411:0.023945 423:0.024694 444:0.024507 463:0.026632 489:0.025760 500:0.024425 505:0.027848 594:0.024885 631:0.029034 676:0.024967 749:0.023793 825:0.029229 832:0.027309 896:0.034039 921:0.025978 953:0.024358 1025:0.025650 1099:0.026922 1105:0.050414 1106:0.303300 1157:0.024268 1188:0.023828 1194:0.030350 1285:0.025021 1343:0.024019 1376:0.121556 1377:0.037114 1379:0.042280 1381:0.040414 1387:0.025847 1417:0.031577 1470:0.024399 1471:0.027120 1481:0.027865 1558:0.024036 1559:0.025919 1561:0.023910 1594:0.343326 1597:0.027452 1607:0.026229 1694:0.024076 1742:0.038243 1746:0.025032 1781:0.034815 1858:0.024358 1877:0.026319 1884:0.030158 1893:0.026076 1905:0.043361 1951:0.026573 1963:0.027782 1981:0.023787 2069:0.023649 2090:0.025579 2095:0.050196 2098:0.100296 2151:0.024518 2247:0.024278 2248:0.025650 2266:0.028773 2438:0.023762 2482:0.026478 2483:0.054946 2578:0.030852 2584:0.038508 2603:0.027007 2604:0.023897 2611:0.025431 2639:0.023850 2661:0.024629 2696:0.024853 2710:0.083798 2714:0.028232 2788:0.023748 2861:0.027635 2898:0.035660 2927:0.028382 2939:0.024454 2996:0.027852 2998:0.024945 3062:0.026931 3091:0.024353 3110:0.027562 3168:0.024950 3321:0.428637 3327:0.856546 3333:0.032544 3342:0.029868
30:0.046247 35:0.039630 56:0.033159 57:0.045878 58:0.042005 69:0.040215 93:0.038517 110:0.047949 164:0.737500 165:0.055100 308:0.041375 463:0.033881 542:0.038570 555:0.037167 562:0.042270 609:0.037708 651:0.037035 666:0.033781 676:0.038262 749:0.035216 842:0.304579 843:0.222685 893:0.037282 896:0.121402 921:0.033702 953:0.039501 981:0.046491 1125:0.042431 1141:0.051372 1157:0.037634 1188:0.045732 1194:0.111060 1270:0.035414 1279:0.099207 1287:0.038575 1413:0.045022 1417:0.068737 1423:0.049357 1481:0.050318 1495:0.036270 1496:0.411999 1513:0.055830 1516:0.038725 1563:0.032609 1569:0.033662 1624:0.045160 1627:0.413443 1638:0.039915 1742:0.165358 1746:0.174259 1786:0.072296 1819:0.052319 1820:0.068430 1905:0.038423 1963:0.034018 1967:0.034339 1986:0.036848 2042:0.032089 2090:0.032172 2203:0.074415 2246:0.033517 2271:0.045669 2315:0.108710 2325:0.050601 2373:0.035391 2384:0.036033 2397:0.034455 2476:0.046980 2477:0.077976 2504:0.039774 2507:0.065088 2518:0.051748 2578:0.052888 2685:0.059802 2710:0.049347 2715:0.040673 2716:0.034439 2785:0.038489 2886:0.036362 2908:0.037865 2929:0.060757 2930:0.033537 2931:0.034170 2935:0.063527 2967:0.039429 2998:0.034308 3079:0.039593 3091:0.063585 3111:0.032247 3121:0.035798 3168:0.173837 3222:0.041980 3238:0.038128 3321:0.102072 3323:0.056173 3327:0.944058 3340:0.036853 3367:0.290498 3373:0.035975 3398:0.033180
30:0.032034 36:0.026622 150:0.099519 228:0.034177 268:0.026830 290:0.036619 291:0.031110 537:0.038880 693:0.035174 745:0.063608 769:0.187604 777:0.062716 780:0.040963 782:0.030402 790:0.027981 994:0.234868 1002:0.029465 1011:0.046909 1012:0.027314 1013:0.026885 1023:0.030589 1152:0.054074 1200:0.042380 1374:0.032405 1375:0.093298 1422:0.030659 1449:0.027343 1457:0.026804 1477:0.028568 1518:0.053246 1521:0.029747 1544:0.071548 1547:0.170101 1561:0.028384 1562:0.151827 1584:0.029002 1627:0.038126 1658:0.066753 1685:0.029434 1694:0.046386 1742:0.097033 1773:0.031312 1781:0.044880 1784:0.032662 1785:0.030505 1827:0.027383 1845:0.083604 1875:0.030480 1884:0.040290 1905:0.071198 1906:0.084367 1909:0.029215 1910:0.106403 1914:0.085090 1943:0.027516 1964:0.048382 2090:0.031416 2147:0.028311 2152:0.032509 2260:0.048136 2271:0.031548 2411:0.176047 2533:0.030187 2547:0.057164 2548:0.104414 2573:0.424029 2661:0.030359 2685:0.084757 2701:0.063789 2703:0.028264 2721:0.026715 2734:0.033929 2739:0.028151 2801:0.030213 2843:0.043688 2911:0.110878 2927:0.041095 2984:0.029257 3008:0.060038 3060:0.058482 3063:0.026853 3065:0.168147 3077:0.026953 3088:0.033022 3114:0.030924 3134:0.031253 3136:0.066556 3184:0.038715 3200:0.053850 3216:0.036381 3235:0.028876 3262:0.031450 3271:0.026687 3321:0.490423 3327:0.622484 3340:0.028240 3349:0.039602 3366:0.042481 3379:0.044625 3380:0.148077
10:0.028543 21:0.036176 55:0.029749 56:0.030531 57:0.035644 58:0.044012 93:0.046316 137:0.028653 138:0.029091 146:0.030702 209:0.061894 212:0.044478 235:0.029836 300:0.302966 301:0.176964 375:0.065437 433:0.035976 438:0.061069 445:0.049370 456:0.032556 516:0.034740 600:0.039677 640:0.029963 657:0.177350 735:0.034028 737:0.073415 826:0.036816 865:0.036196 870:0.030278 891:0.030447 892:0.036067 924:0.043551 955:0.029682 969:0.031785 1035:0.030318 1063:0.029632 1170:0.086485 1194:0.090288 1209:0.149066 1273:0.075953 1301:0.029551 1319:0.068353 1330:0.161752 1335:0.034567 1417:0.039359 1437:0.029968 1445:0.037757 1569:0.031170 1579:0.029489 1619:0.035695 1650:0.028612 1674:0.050013 1675:0.039648 1742:0.033073 1766:0.033963 1767:0.028994 1781:0.032708 1823:0.066303 1877:0.033440 1975:0.030688 2115:0.046920 2143:0.069829 2186:0.128520 2187:0.224666 2190:0.029149 2203:0.825350 2212:0.056507 2217:0.044771 2281:0.046221 2305:0.029253 2384:0.028802 2417:0.109781 2421:0.036160 2427:0.032077 2486:0.028815 2513:0.038520 2547:0.030116 2614:0.041572 2628:0.043839 2633:0.038593 2657:0.070000 2658:0.028844 2710:0.075291 2721:0.030281 2740:0.047833 2798:0.058807 2851:0.032619 2920:0.033472 2924:0.031974 2996:0.028550 3041:0.036401 3091:0.038681 3110:0.034608 3128:0.046749 3187:0.034463 3201:0.096166 3291:0.030445 3321:0.865870 3327:0.850739 3335:0.046693
30:0.038489 59:0.024013 93:0.045738 107:0.022370 110:0.058286 198:0.041287 204:0.024801 211:0.060069 212:0.028425 234:0.023205 241:0.032236 266:0.022275 269:0.025064 317:0.054628 338:0.153462 453:0.026918 463:0.030904 489:0.022154 555:0.022439 584:0.030726 590:0.033378 594:0.022239 651:0.022160 665:0.028926 676:0.022538 745:0.034643 749:0.032270 782:0.021585 785:0.022007 842:0.021827 896:0.250727 899:0.028165 1129:0.025647 1155:0.021808 1194:0.045553 1205:0.024888 1244:0.033434 1279:0.023731 1287:0.040971 1294:0.026201 1323:0.024618 1353:0.056833 1401:0.029939 1417:0.054985 1419:0.032732 1437:0.045077 1496:0.050848 1563:0.026010 1594:0.022144 1627:0.074744 1629:0.030216 1633:0.021597 1721:0.039401 1722:0.024593 1742:0.186046 1746:0.030868 1764:0.022065 1810:0.026488 1905:0.050682 1906:0.048437 1922:0.029120 1963:0.024157 1967:0.033501 1970:0.027043 2126:0.021938 2245:0.022031 2246:0.049815 2248:0.024264 2327:0.022849 2370:0.021575 2424:0.023331 2438:0.023509 2457:0.024202 2481:0.021482 2572:0.023640 2578:0.067215 2584:0.024531 2639:0.022682 2654:0.023190 2685:0.032429 2761:0.022234 2785:0.034410 2788:0.050461 2885:0.024690 2942:0.050877 2996:0.023629 3057:0.041349 3075:0.022761 3078:0.023641 3079:0.024186 3123:0.023434 3124:0.022567 3128:0.033226 3168:0.137122 3174:0.023675 3321:0.441247 3327:0.991010 3367:0.033303 3373:0.033081 3374:0.021983
23:0.020537 59:0.022607 65:0.022361 233:0.022196 242:0.020796 335:0.022095 434:0.039801 444:0.302389 465:0.021774 477:0.029220 490:0.020513 505:0.114963 551:0.020680 555:0.028779 564:0.044534 594:0.023042 619:0.032435 676:0.021372 690:0.044468 745:0.029996 797:0.044242 942:0.028340 970:0.023964 991:0.022432 1106:0.085929 1131:0.020812 1152:0.021776 1155:0.020517 1171:0.021085 1201:0.020432 1202:0.020882 1257:0.020746 1285:0.023677 1356:0.021919 1377:0.022238 1379:0.023445 1381:0.024624 1387:0.020805 1417:0.023139 1449:0.021098 1468:0.020619 1486:0.031211 1561:0.024501 1594:0.241371 1649:0.031239 1676:0.020438 1693:0.022228 1697:0.023786 1742:0.020550 1746:0.032587 1755:0.021147 1757:0.036866 1773:0.026005 1796:0.023344 1810:0.024194 1884:0.114741 1950:0.021685 1951:0.034802 1981:0.020480 1984:0.022057 2064:0.021990 2096:0.021778 2098:0.041478 2163:0.020552 2247:0.023176 2248:0.027910 2266:0.029131 2281:0.020661 2424:0.030193 2434:0.022480 2438:0.021157 2462:0.038595 2463:0.023738 2578:0.026535 2584:0.022638 2609:0.025279 2684:0.021553 2685:0.158937 2710:0.021328 2739:0.021312 2761:0.021026 2788:0.783558 2861:0.022197 2887:0.096715 2889:0.022120 2942:0.027681 2996:0.022689 2998:0.021877 3011:0.036983 3051:0.021150 3065:0.021346 3078:0.021707 3099:0.021194 3110:0.084789 3168:0.044319 3207:0.021170 3217:0.022311 3230:0.032525 3321:0.170758 3327:0.513113
58:0.025251 59:0.024077 93:0.029464 125:0.025037 155:0.025467 164:0.023409 207:0.044427 239:0.441378 268:0.029372 282:0.023493 308:0.025513 338:0.025749 456:0.028505 483:0.024082 491:0.026181 532:0.036511 555:0.025821 562:0.030476 565:0.026401 626:0.024113 666:0.032159 668:0.046672 745:0.024802 804:0.024027 826:0.023896 856:0.024999 921:0.024265 1188:0.024298 1194:0.050053 1202:0.024046 1204:0.031653 1257:0.023294 1277:0.056604 1278:0.212100 1282:0.025553 1287:0.030820 1381:0.032810 1449:0.025036 1496:0.062124 1563:0.024521 1627:0.783985 1633:0.028068 1638:0.027223 1674:0.023348 1693:0.024527 1694:0.024750 1722:0.029410 1726:0.037316 1742:0.024914 1746:0.045527 1755:0.027798 1781:0.041877 1786:0.027306 1810:0.030396 1884:0.036694 1909:0.024071 1986:0.025822 1994:0.029636 1999:0.023778 2042:0.030331 2142:0.035793 2273:0.030612 2294:0.024634 2297:0.025156 2305:0.033763 2317:0.025249 2417:0.069599 2424:0.026146 2457:0.028024 2507:0.057456 2578:0.030190 2633:0.033859 2649:0.028505 2710:0.047651 2785:0.028781 2787:0.023472 2788:0.033159 2797:0.040124 2813:0.026115 2842:0.027868 2851:0.028577 2967:0.026156 2996:0.029782 3065:0.036654 3117:0.027895 3128:0.029035 3159:0.025741 3166:0.023304 3168:0.110195 3174:0.029742 3187:0.033576 3221:0.026855 3222:0.028320 3278:0.023891 3286:0.041984 3312:0.037304 3321:0.140218 3327:0.878653 3367:0.025385 3374:0.027449
30:0.038085 57:0.026696 58:0.047034 110:0.032857 217:0.026213 249:0.024706 268:0.043216 291:0.029277 336:0.030821 349:0.025022 409:0.024900 466:0.025922 537:0.031840 548:0.029606 555:0.026719 594:0.025684 745:0.025919 769:0.075441 777:0.079230 780:0.026551 782:0.038540 816:0.031432 904:0.024765 953:0.027101 969:0.043420 994:0.050973 1006:0.032088 1034:0.023945 1062:0.057711 1068:0.035605 1074:0.025117 1171:0.077359 1194:0.065042 1202:0.051113 1212:0.025090 1240:0.029513 1341:0.028288 1360:0.027427 1391:0.033801 1417:0.025979 1420:0.026403 1422:0.031830 1557:0.030254 1561:0.031275 1582:0.032654 1584:0.331560 1627:0.083893 1633:0.024300 1643:0.027140 1658:0.031925 1714:0.034326 1746:0.030743 1755:0.024542 1781:0.092526 1784:0.043653 1822:0.044140 1875:0.029346 1884:0.026881 1905:0.038199 1907:0.024530 1964:0.046857 2090:0.035920 2104:0.024550 2146:0.045703 2147:0.045811 2281:0.030339 2355:0.033291 2409:0.024233 2419:0.057306 2424:0.027741 2462:0.025548 2547:0.026117 2548:0.027022 2685:0.141285 2714:0.025411 2738:0.030083 2788:0.109569 2861:0.023944 2941:0.030944 2959:0.030884 2960:0.111262 2977:0.035689 3030:0.025103 3033:0.026868 3063:0.027229 3065:0.078648 3079:0.027067 3083:0.027511 3099:0.031615 3136:0.050474 3184:0.026625 3217:0.024527 3227:0.039888 3297:0.024529 3298:0.027919 3321:0.225201 3327:0.745825 3363:0.038494 3369:0.033170 3384:0.073118
30:0.133764 33:0.036982 172:0.033633 181:0.026040 257:0.026098 268:0.172437 318:0.032860 366:0.035714 503:0.049124 541:0.039094 543:0.029884 584:0.035694 683:0.038809 698:0.038703 704:0.089710 718:0.040332 745:0.051499 750:0.080781 754:0.033087 773:0.031785 777:0.031831 883:0.025353 910:0.025074 953:0.026542 969:0.027131 994:0.350192 995:0.026651 1002:0.024447 1011:0.607577 1018:0.051529 1019:0.030242 1037:0.057214 1074:0.027522 1133:0.042083 1411:0.058304 1417:0.114767 1422:0.029731 1439:0.029299 1521:0.038038 1537:0.025374 1561:0.062228 1562:0.029373 1575:0.026239 1658:0.040732 1685:0.028349 1692:0.045124 1693:0.057408 1711:0.063258 1742:0.034776 1743:0.056072 1746:0.038467 1778:0.025132 1781:0.042988 1845:0.063039 1884:0.050251 1922:0.031285 1943:0.029163 2033:0.202898 2040:0.044034 2084:0.058378 2160:0.031466 2161:0.048792 2324:0.038942 2329:0.025397 2330:0.026001 2331:0.078338 2333:0.046587 2337:0.171209 2355:0.052100 2406:0.029298 2407:0.028948 2459:0.030405 2489:0.028966 2546:0.037772 2557:0.071272 2571:0.052132 2573:0.755902 2578:0.026098 2582:0.051577 2618:0.037350 2684:0.026222 2685:0.635185 2709:0.028186 2710:0.044124 2714:0.046769 2799:0.026574 2806:0.024783 2911:0.787819 2914:0.029687 3086:0.040680 3134:0.072572 3136:0.259776 3204:0.424827 3229:0.042416 3271:0.035732 3301:0.024847 3321:0.081488 3327:0.490086 3363:0.206942 3384:0.025393
19:0.025361 56:0.025343 59:0.066018 135:0.033898 180:0.026004 204:0.030899 211:0.033641 268:0.028722 284:0.065021 290:0.044022 299:0.024981 438:0.060046 458:0.029449 491:0.035372 536:0.027578 606:0.026960 653:0.026355 737:0.026112 804:0.053789 837:0.030921 861:0.041249 865:0.209599 866:0.048629 896:0.047957 904:0.027672 955:0.026314 994:0.040756 1188:0.028872 1194:0.027278 1258:0.027142 1261:0.030363 1301:0.028245 1330:0.028897 1335:0.026862 1377:0.025452 1381:0.026802 1383:0.026680 1437:0.026608 1449:0.026025 1504:0.025069 1535:0.032580 1568:0.045977 1569:0.025745 1627:0.142529 1630:0.026445 1773:0.026320 1781:0.027221 1810:0.026278 1830:0.027607 1912:0.040364 1913:0.026717 1984:0.027714 1994:0.026382 1999:0.029634 2019:0.025354 2063:0.025994 2090:0.028125 2125:0.028253 2141:0.025534 2142:0.037448 2151:0.031258 2186:0.027846 2187:0.049962 2201:0.029455 2203:0.027494 2223:0.024969 2271:0.070626 2413:0.033016 2417:0.052689 2429:0.032869 2457:0.027939 2502:0.041839 2507:0.161182 2562:0.037933 2578:0.024957 2584:0.025841 2625:0.026300 2637:0.027300 2651:0.026613 2654:0.030527 2685:0.128294 2861:0.030866 2909:0.029877 2927:0.026577 2987:0.030093 3073:0.025594 3081:0.053681 3149:0.033722 3187:0.040306 3221:0.026876 3225:0.033993 3260:0.033280 3286:0.055067 3312:0.027432 3321:0.203631 3327:0.952966 3340:0.029208 3354:0.054335 3369:0.037213 3374:0.036108
7:0.020999 22:0.018250 30:0.167271 57:0.018260 58:0.018920 59:0.020426 123:0.020327 129:0.018601 190:0.022197 242:0.018197 268:0.179713 270:0.018070 290:0.018852 291:0.118566 317:0.019067 318:0.018405 403:0.019114 513:0.018960 544:0.136349 545:0.160215 676:0.020765 704:0.028794 708:0.113236 749:0.026461 752:0.019698 769:0.035363 789:0.022020 844:0.018220 918:0.018724 929:0.018706 953:0.024162 969:0.020083 991:0.018713 994:0.241085 995:0.125466 1000:0.128510 1001:0.177938 1011:0.214834 1194:0.024776 1211:0.041396 1212:0.041716 1240:0.018371 1257:0.022933 1264:0.018825 1286:0.018046 1477:0.024716 1528:0.152713 1561:0.020329 1691:0.018851 1693:0.018179 1723:0.039585 1755:0.020556 1796:0.018197 1810:0.043391 1830:0.019917 1845:0.156870 1846:0.060413 1894:0.020850 1905:0.026806 1909:0.026096 1922:0.021338 1958:0.018121 2013:0.019917 2111:0.020142 2119:0.122088 2163:0.020186 2252:0.018729 2330:0.019095 2331:0.148810 2352:0.018684 2397:0.018459 2406:0.168582 2407:0.172201 2438:0.020413 2572:0.018121 2573:0.326172 2639:0.018620 2654:0.048972 2685:0.366581 2688:0.020186 2710:0.031741 2714:0.020504 2716:0.021810 2739:0.017999 2859:0.018921 2861:0.018580 2911:0.042827 2994:0.018043 2998:0.018527 3075:0.018423 3078:0.018287 3090:0.021139 3099:0.035519 3207:0.018360 3217:0.021079 3278:0.018291 3321:0.441347 3327:0.831557 3342:0.022446 3373:0.024290
